student_id,academic_year,online_access_count,test_scores,project_grades,assignment_completion,final_points,final_grade,graduate,semester,engagement_score
1310,2019,4,13.08,18.12,15.4,15.424,B,1,2,0.424880112
1311,2020,5,17.25,20.0,16.33,17.9825,A,0,2,0.458361906
1312,2020,8,12.08,17.1,18.57,15.4595,B,1,2,0.5442915
1313,2023,4,10.78,16.05,18.03,14.437,B,1,1,0.490839381
1314,2019,7,8.29,14.39,17.02,12.6075,C,1,2,0.495581794
1315,2019,6,14.13,13.54,18.92,15.121,B,1,1,0.533123848
1316,2020,6,14.74,18.27,19.06,17.0555,A,1,2,0.536549353
1317,2019,4,13.21,19.05,18.56,16.5915,B,0,1,0.503918101
1318,2023,8,14.34,16.9,15.24,15.461,B,0,1,0.460972832
1319,2023,1,13.77,16.86,18.81,16.1115,B,1,2,0.480258354
1320,2020,7,12.07,16.83,15.91,14.696,B,0,1,0.467673505
1321,2022,5,14.23,14.37,18.92,15.4515,B,1,2,0.52296527
1322,2023,5,20.0,20.0,17.17,19.2925,A,1,2,0.479280196
1323,2019,6,17.05,20.0,18.64,18.48,A,1,1,0.526054494
1324,2021,4,19.81,20.0,13.46,18.289,A,1,2,0.376426727
1325,2020,5,18.12,16.62,18.38,17.66,A,1,2,0.509567152
1326,2021,4,16.59,17.38,15.86,16.684,B,1,2,0.436618022
1327,2022,0,12.13,18.23,17.27,15.55,B,1,1,0.431764898
1328,2021,2,18.54,14.65,13.72,15.9735,B,1,2,0.363078753
1329,2019,3,16.78,11.64,15.05,14.5485,B,1,2,0.406294686
1330,2022,8,12.82,17.58,17.19,15.5785,B,1,2,0.509829723
1331,2020,3,10.51,17.6,19.3,15.189,B,1,1,0.512531693
1332,2022,6,17.47,14.88,18.03,16.7035,B,1,1,0.510741213
1333,2022,5,13.89,16.8,13.46,14.801,B,1,1,0.386615298
1334,2022,4,15.41,13.68,14.4,14.552,B,1,2,0.400007391
1335,2023,3,18.03,10.72,19.24,15.774,B,1,1,0.510998245
1336,2020,5,12.94,16.88,16.97,15.3265,B,0,1,0.47433251
1337,2021,3,14.92,14.27,18.95,15.7,B,1,2,0.503873739
1338,2019,5,10.55,16.5,12.09,13.0175,C,0,1,0.352220051
1339,2022,8,12.6,13.72,12.13,12.8745,C,0,1,0.383130764
1340,2020,4,12.44,15.86,13.01,13.7795,C,1,2,0.365316577
1341,2023,4,16.35,18.48,14.01,16.5105,B,1,1,0.390129572
1342,2023,6,15.76,12.66,16.11,14.7625,B,1,2,0.462780689
1343,2020,6,17.49,17.5,18.14,17.656,A,1,2,0.513396885
1344,2023,3,15.15,14.23,13.95,14.528,B,1,2,0.378630654
1345,2020,0,16.88,16.96,14.3,16.263,B,1,1,0.357449635
1346,2019,3,14.0,15.83,16.41,15.243,B,0,1,0.440228478
1347,2021,5,18.52,16.82,15.32,17.125,A,1,2,0.433077419
1348,2022,1,15.12,13.75,12.73,14.043,B,1,1,0.328212062
1349,2019,4,12.25,16.57,15.99,14.697,B,1,2,0.439840555
1350,2021,2,10.43,12.08,16.25,12.4625,C,1,2,0.426208919
1351,2021,7,15.56,14.66,18.24,15.915,B,1,2,0.525899672
1352,2020,3,17.7,15.39,15.71,16.394,B,1,1,0.42280327
1353,2020,7,14.86,13.2,17.88,15.034,B,1,1,0.516889077
1354,2021,0,14.52,14.91,13.13,14.309,B,1,2,0.328360034
1355,2019,6,10.48,16.75,16.18,14.0995,B,1,1,0.464592773
1356,2019,7,13.19,14.97,17.14,14.8005,B,1,2,0.498426306
1357,2020,9,13.29,10.73,18.18,13.6165,C,1,1,0.544579399
1358,2021,1,13.73,14.6,12.24,13.662,C,1,2,0.316064382
1359,2019,3,13.33,16.46,16.83,15.3005,B,1,1,0.450658197
1360,2021,1,19.13,19.52,18.75,19.1715,A,1,2,0.478706373
1361,2021,3,16.72,20.0,18.21,18.2405,A,0,1,0.485203805
1362,2021,7,13.47,19.27,17.39,16.48,B,1,1,0.504628039
1363,2020,5,17.11,10.46,16.69,14.6775,B,1,1,0.467215837
1364,2020,1,12.92,15.06,16.61,14.5915,B,1,2,0.425352925
1365,2021,2,20.0,13.73,10.21,15.358,B,0,2,0.275178618
1366,2019,9,15.2,19.01,16.2,16.7835,B,1,1,0.494918057
1367,2023,3,7.41,15.85,13.49,11.884,C,1,1,0.367231052
1368,2022,4,17.33,13.01,19.28,16.3055,B,1,1,0.522028948
1369,2023,5,10.97,16.22,18.84,14.775,B,1,2,0.521116991
1370,2020,4,14.75,19.34,15.19,16.4665,B,1,1,0.419716006
1371,2020,3,15.36,15.48,4.88,12.782,C,1,1,0.151986122
1372,2023,3,20.0,15.26,18.07,17.8585,A,1,1,0.481704055
1373,2022,5,12.01,7.75,14.96,11.2565,C,1,2,0.424111685
1374,2019,8,16.22,13.55,17.57,15.623,B,1,1,0.519179662
1375,2023,2,9.8,18.8,18.48,15.12,B,1,2,0.4818919
1376,2023,6,19.47,10.69,15.35,15.367,B,1,1,0.44384663
1377,2021,3,13.28,14.77,17.42,14.8365,B,1,1,0.465481806
1378,2019,8,13.35,19.64,13.76,15.654,B,1,1,0.424075701
1379,2020,4,13.34,11.24,16.83,13.4775,C,1,1,0.46062569
1380,2019,4,16.65,12.28,16.71,15.1355,B,0,2,0.457747578
1381,2023,5,13.68,20.0,12.99,15.7195,B,1,1,0.374736963
1382,2023,9,8.79,17.93,13.28,13.1115,C,1,2,0.422120359
1383,2023,5,14.06,15.74,14.51,14.7605,B,1,1,0.412663659
1384,2023,3,15.19,15.58,14.94,15.264,B,1,1,0.40352884
1385,2020,2,14.76,8.54,17.91,13.3705,C,1,1,0.467798334
1386,2019,4,15.98,15.18,16.26,15.77,B,1,1,0.446494548
1387,2022,6,10.36,20.0,16.86,15.359,B,1,2,0.481447141
1388,2021,3,12.52,15.06,14.57,13.9215,C,1,1,0.394210032
1389,2022,1,12.25,13.44,16.15,13.6415,C,1,2,0.41379042
1390,2022,2,12.26,16.64,18.96,15.468,B,0,1,0.494091873
1391,2020,2,20.0,18.36,18.23,18.9835,A,1,2,0.475792337
1392,2019,4,14.36,14.56,15.02,14.595,B,1,2,0.415602498
1393,2020,2,11.53,16.52,16.37,14.4865,B,1,1,0.429258728
1394,2019,1,12.5,15.33,13.0,13.6155,C,1,1,0.335098269
1395,2019,3,17.55,17.31,14.61,16.731,B,1,2,0.39537467
1396,2021,8,12.96,13.76,16.25,14.0625,B,1,2,0.486191269
1397,2021,8,20.0,17.17,13.76,17.4495,A,0,2,0.424052112
1398,2019,2,12.9,18.56,14.34,15.241,B,1,2,0.378516638
1399,2021,5,15.56,18.2,18.9,17.319,A,1,1,0.522586739
1400,2023,5,13.5,18.64,9.66,14.339,B,1,2,0.291473182
1401,2021,3,18.48,13.91,16.03,16.268,B,1,2,0.430648767
1402,2022,5,16.33,14.37,17.49,15.934,B,1,2,0.487193569
1403,2020,3,14.83,15.05,9.59,13.597,C,0,2,0.269773378
1404,2023,2,9.96,18.14,18.11,14.8605,B,1,1,0.472634755
1405,2022,2,14.3,15.57,14.5,14.7945,B,1,2,0.382559657
1406,2023,8,14.09,19.28,18.0,16.884,B,1,1,0.530112213
1407,2019,10,15.81,18.49,13.47,16.163,B,1,2,0.436854328
1408,2020,3,15.64,14.01,18.79,15.857,B,1,2,0.499855078
1409,2019,8,12.99,13.73,15.16,13.7915,C,0,2,0.459059832
1410,2019,11,17.27,11.18,17.29,15.1435,B,1,1,0.542275614
1411,2021,6,19.19,14.09,19.61,17.51,A,1,2,0.550252236
1412,2021,7,13.08,12.51,15.96,13.6005,C,0,2,0.468919574
1413,2022,1,13.48,14.8,16.86,14.787,B,1,1,0.431463958
1414,2020,4,15.29,15.3,13.65,14.8835,B,1,1,0.381258636
1415,2023,7,13.91,20.0,13.87,16.0315,B,1,2,0.41663549
1416,2022,11,13.13,13.22,18.67,14.5465,B,1,2,0.576861253
1417,2023,13,17.39,15.23,13.05,15.549,B,0,2,0.45613403
1418,2019,5,13.72,18.38,16.69,16.0935,B,1,2,0.467192953
1419,2021,4,13.49,14.67,14.16,14.0705,B,1,2,0.393876662
1420,2022,5,13.35,17.35,14.6,15.0625,B,1,2,0.415042794
1421,2022,7,16.81,17.84,18.05,17.4805,A,1,1,0.521309313
1422,2021,4,15.12,15.25,12.26,14.4505,B,1,2,0.346538479
1423,2020,4,16.88,14.65,14.12,15.4095,B,1,1,0.392961068
1424,2022,8,16.77,18.35,18.3,17.7055,A,1,1,0.537413948
1425,2023,5,17.06,13.29,13.02,14.7305,B,1,2,0.375432827
1426,2022,4,10.2,15.47,16.96,13.7345,C,0,1,0.464037274
1427,2021,2,18.39,15.88,16.59,17.0615,A,0,1,0.43465279
1428,2020,5,17.1,17.81,16.88,17.2935,A,1,2,0.472033314
1429,2021,4,10.11,15.28,14.88,13.112,C,1,2,0.412088875
1430,2021,1,13.85,19.06,16.88,16.431,B,1,1,0.431934297
1431,2021,2,14.24,13.62,17.59,14.8605,B,1,2,0.459803625
1432,2022,3,16.4,13.64,17.29,15.6565,B,1,1,0.462143921
1433,2023,6,17.96,12.83,16.85,15.887,B,1,2,0.481324322
1434,2020,2,18.36,16.99,19.64,18.2005,A,1,2,0.511044033
1435,2020,6,16.86,15.32,14.85,15.8185,B,1,2,0.431206049
1436,2020,4,14.56,19.36,13.74,16.035,B,0,2,0.383495359
1437,2019,3,12.89,17.73,11.73,14.294,B,1,1,0.323172026
1438,2020,2,10.19,15.62,18.26,14.108,B,1,2,0.476590246
1439,2022,8,19.9,19.75,16.79,19.07,A,0,2,0.499641799
1440,2022,13,16.0,18.36,18.45,17.4385,A,0,1,0.591359131
1441,2021,3,13.2,14.95,15.3,14.3375,B,1,1,0.412388636
1442,2022,1,18.49,17.24,18.36,18.02,A,1,1,0.469027478
1443,2020,2,11.72,12.85,14.14,12.7205,C,1,2,0.373597649
1444,2019,1,19.31,16.37,16.68,17.6235,A,1,1,0.427019312
1445,2022,3,19.56,14.38,10.65,15.5195,B,1,1,0.296252757
1446,2022,9,14.5,14.76,16.78,15.161,B,1,2,0.509482299
1447,2021,2,14.43,16.24,15.79,15.4035,B,1,1,0.414704019
1448,2020,8,11.99,18.5,17.45,15.6335,B,1,1,0.516348665
1449,2019,4,13.85,17.41,14.1,15.1585,B,1,1,0.392439389
1450,2023,6,17.03,14.59,17.87,16.386,B,1,2,0.506751119
1451,2020,8,13.57,14.21,19.44,15.2615,B,0,1,0.565936665
1452,2019,8,20.0,16.33,14.98,17.4605,A,1,2,0.454471068
1453,2020,11,11.99,12.49,17.74,13.6025,C,1,2,0.553607131
1454,2019,10,16.06,17.77,18.58,17.2885,A,1,2,0.564397717
1455,2019,3,17.44,13.32,13.21,14.9405,B,0,1,0.360184421
1456,2019,0,15.03,15.03,19.48,16.1425,B,1,1,0.48691495
1457,2021,7,11.89,12.88,17.04,13.524,C,1,1,0.495920144
1458,2021,10,13.73,15.83,16.27,15.1,B,1,2,0.50684641
1459,2022,11,16.24,15.92,16.82,16.273,B,1,1,0.530489601
1460,2020,7,18.68,14.85,9.94,15.1545,B,1,1,0.318602148
1461,2021,1,16.24,18.16,18.61,17.5045,A,1,2,0.475326769
1462,2022,0,12.79,17.9,16.25,15.4435,B,1,1,0.406297822
1463,2022,1,15.76,20.0,15.71,17.2315,A,1,2,0.402646599
1464,2023,2,16.04,14.74,16.49,15.6975,B,1,1,0.432364466
1465,2022,9,16.66,19.42,17.5,17.836,A,0,1,0.527535871
1466,2022,5,12.53,19.5,17.45,16.1995,B,1,1,0.486165424
1467,2019,5,11.59,17.75,15.75,14.786,B,1,2,0.44377688
1468,2022,3,12.9,16.04,14.93,14.5065,B,1,1,0.403181571
1469,2019,1,13.86,15.41,17.74,15.3725,B,0,1,0.453459418
1470,2020,5,12.42,13.06,14.91,13.2665,C,1,2,0.422856927
1471,2021,10,17.82,12.74,16.72,15.767,B,1,2,0.518019375
1472,2023,4,17.87,15.7,16.62,16.798,B,1,2,0.4555387
1473,2023,5,15.76,20.0,16.53,17.4365,A,1,2,0.463303694
1474,2021,6,9.81,17.42,17.5,14.396,B,1,2,0.497477308
1475,2019,7,11.96,15.02,17.69,14.4635,B,1,1,0.512190526
1476,2019,3,16.57,11.86,14.67,14.4465,B,1,2,0.39663088
1477,2021,7,13.06,17.36,13.15,14.5875,B,1,2,0.398818267
1478,2023,2,14.62,18.01,18.0,16.6515,B,1,2,0.47003894
1479,2023,6,13.45,14.7,13.3,13.85,C,1,1,0.392406782
1480,2022,12,15.12,12.18,15.82,14.266,B,1,2,0.515432326
1481,2023,7,16.09,18.23,16.31,16.894,B,1,1,0.47766667
1482,2022,4,10.3,16.86,16.28,14.091,B,1,1,0.447043879
1483,2021,13,13.66,19.67,13.9,15.8235,B,1,1,0.477426601
1484,2022,7,11.36,12.5,16.31,12.9965,C,1,2,0.477787476
1485,2021,4,17.38,19.8,17.66,18.297,A,1,2,0.481385006
1486,2019,9,20.0,13.57,17.95,17.237,A,1,1,0.538656244
1487,2023,8,16.15,11.31,13.91,13.896,C,0,2,0.427638541
1488,2020,10,15.44,18.87,19.36,17.6205,A,1,1,0.584015628
1489,2020,10,17.4,16.26,18.67,17.3185,A,1,2,0.566692207
1490,2020,4,13.75,16.6,13.63,14.7175,B,1,2,0.380769389
1491,2020,10,12.63,16.09,10.66,13.3485,C,1,2,0.366429544
1492,2021,2,18.4,20.0,15.08,18.13,A,1,1,0.39696861
1493,2023,6,18.99,16.77,17.5,17.8405,A,1,1,0.497474621
1494,2021,4,15.86,17.02,19.34,17.136,A,1,2,0.523588496
1495,2021,3,15.65,15.5,17.37,16.0275,B,1,2,0.464135668
1496,2020,8,17.77,14.45,17.31,16.493,B,0,2,0.512775777
1497,2023,1,14.12,17.74,12.56,14.997,B,1,2,0.32399774
1498,2019,5,15.42,17.86,18.72,17.099,A,1,2,0.518066584
1499,2019,4,17.69,12.04,17.8,15.74,B,1,2,0.485086381
1500,2021,10,19.13,15.36,17.84,17.488,A,1,2,0.545951924
1501,2023,10,13.14,17.69,14.57,15.09,B,1,2,0.464335374
1502,2019,4,14.85,16.82,7.28,13.647,C,1,1,0.221897033
1503,2023,4,9.45,15.17,11.18,11.8845,C,1,1,0.319447008
1504,2023,6,16.33,15.25,11.97,14.862,B,1,1,0.359238711
1505,2021,7,10.98,15.16,19.76,14.638,B,1,2,0.563962443
1506,2022,0,14.57,15.88,17.1,15.661,B,1,2,0.427400503
1507,2019,0,18.36,16.31,13.53,16.435,B,1,2,0.338363134
1508,2020,2,9.07,14.56,7.81,10.6765,D,1,2,0.215213049
1509,2020,1,20.0,17.43,11.93,17.083,A,1,1,0.308310252
1510,2019,4,20.0,17.7,18.03,18.7025,A,1,1,0.490689548
1511,2020,6,20.0,18.07,17.2,18.6245,A,1,1,0.489978313
1512,2021,13,13.48,12.99,19.54,14.8235,B,1,1,0.618527785
1513,2023,8,15.47,14.72,17.84,15.8,B,1,2,0.526102001
1514,2019,6,11.92,19.24,17.59,15.8995,B,1,2,0.499796427
1515,2020,4,17.55,19.22,19.51,18.6245,A,1,1,0.527717721
1516,2020,2,16.81,18.69,16.36,17.3555,A,1,1,0.429114536
1517,2019,8,14.86,15.89,11.67,14.423,B,0,2,0.371767392
1518,2019,4,14.2,14.3,17.77,15.1275,B,1,2,0.484337475
1519,2021,5,15.6,19.43,12.43,16.148,B,0,2,0.360690886
1520,2021,5,12.13,11.9,19.58,13.912,C,1,1,0.53949062
1521,2023,5,9.8,19.88,18.31,15.4555,B,1,1,0.507694523
1522,2021,6,14.95,13.54,15.99,14.7165,B,1,2,0.459703511
1523,2019,7,16.56,16.69,17.02,16.7205,B,1,2,0.495375174
1524,2022,6,13.15,18.01,16.91,15.791,B,1,2,0.482794386
1525,2023,8,18.84,12.96,15.55,15.9595,B,1,1,0.468681605
1526,2019,8,17.13,17.37,14.64,16.5915,B,1,1,0.446097839
1527,2022,9,19.28,15.85,15.8,17.2095,A,1,2,0.484993931
1528,2022,13,11.37,15.8,17.33,14.4105,B,1,1,0.56314087
1529,2020,2,8.35,16.64,17.01,13.4165,C,1,2,0.445127513
1530,2021,4,17.83,19.51,17.29,18.283,A,1,2,0.472291352
1531,2020,2,11.55,15.56,17.83,14.5235,B,1,1,0.465689258
1532,2019,3,14.84,14.81,15.17,14.912,B,1,2,0.409234609
1533,2022,5,13.84,13.3,16.5,14.316,B,1,2,0.462547117
1534,2020,12,18.31,15.82,15.22,16.666,B,1,1,0.500486949
1535,2019,3,18.93,15.35,10.48,15.5645,B,1,1,0.291962853
1536,2020,2,14.21,14.82,18.41,15.4735,B,1,1,0.480318281
1537,2019,7,19.3,20.0,17.65,19.1325,A,0,1,0.51135231
1538,2023,4,12.07,12.31,15.5,13.0115,C,1,1,0.427595151
1539,2019,5,12.4,15.98,12.53,13.6855,C,0,2,0.363264231
1540,2020,0,12.77,15.68,17.59,14.9935,B,1,2,0.439651756
1541,2022,2,8.38,17.05,14.2,12.8695,C,1,2,0.375015928
1542,2020,2,12.85,13.92,10.91,12.7395,C,1,2,0.292860835
1543,2021,10,13.76,13.52,18.38,14.831,B,1,1,0.559390332
1544,2021,7,15.61,13.72,12.63,14.2035,B,1,1,0.385675422
1545,2019,13,14.81,12.55,11.02,13.0715,C,1,1,0.405553803
1546,2023,3,13.21,17.28,19.38,16.177,B,1,1,0.514513663
1547,2021,3,13.28,13.84,14.92,13.886,C,1,1,0.403028092
1548,2022,2,18.68,13.54,15.67,16.1285,B,1,1,0.411646338
1549,2020,5,13.2,18.32,16.36,15.782,B,0,1,0.459105285
1550,2023,6,16.46,13.18,18.48,15.817,B,0,1,0.522037088
1551,2019,8,18.41,13.31,18.37,16.615,B,1,2,0.539220605
1552,2020,3,15.74,17.11,16.33,16.367,B,1,1,0.438218107
1553,2020,7,13.81,15.15,18.34,15.4115,B,1,2,0.528604873
1554,2023,12,10.22,17.33,16.93,14.386,B,1,2,0.543150959
1555,2020,4,13.15,13.55,15.73,13.935,C,0,2,0.433222381
1556,2023,9,13.21,17.17,15.38,15.1385,B,0,2,0.474590251
1557,2020,9,9.43,11.55,14.87,11.532,C,0,2,0.461682065
1558,2023,2,12.9,17.54,13.58,14.694,B,0,1,0.359608684
1559,2022,10,13.05,13.54,17.19,14.2565,B,1,1,0.529709421
1560,2021,5,16.46,14.79,17.05,16.023,B,1,2,0.476182536
1561,2019,6,15.62,12.52,16.34,14.715,B,1,1,0.468442727
1562,2021,6,14.04,16.38,18.32,15.929,B,1,2,0.517899892
1563,2020,8,20.0,17.72,15.58,18.097,A,1,1,0.469516902
1564,2023,1,20.0,10.37,12.15,14.667,B,1,2,0.313638211
1565,2022,3,14.27,18.15,18.22,16.6155,B,0,1,0.485389257
1566,2019,1,13.42,17.07,14.34,14.9275,B,1,2,0.368455385
1567,2021,0,16.59,16.03,17.42,16.6015,B,1,1,0.435412469
1568,2021,8,14.98,14.36,18.75,15.7055,B,1,2,0.548751414
1569,2023,6,13.5,14.52,13.68,13.902,C,1,2,0.401910882
1570,2022,3,16.03,16.6,16.33,16.3045,B,1,2,0.438280466
1571,2022,5,16.41,18.09,16.99,17.143,A,0,1,0.474803622
1572,2021,4,14.72,16.11,13.64,14.9365,B,1,1,0.381034445
1573,2023,7,15.87,14.21,19.53,16.204,B,1,2,0.558368618
1574,2020,3,20.0,17.25,14.83,17.745,A,1,2,0.400638747
1575,2022,6,20.0,18.87,12.68,17.7745,A,1,2,0.376987606
1576,2021,1,17.44,19.92,13.1,17.223,A,1,1,0.33762088
1577,2020,9,16.64,18.56,13.87,16.6195,B,1,1,0.436746083
1578,2021,4,9.78,17.33,18.65,14.64,B,1,1,0.506242634
1579,2022,4,17.34,15.36,14.51,15.9395,B,0,2,0.402818909
1580,2021,5,14.36,15.85,17.34,15.6265,B,1,2,0.483448302
1581,2021,0,13.09,15.84,16.86,14.995,B,1,2,0.42149843
1582,2021,1,14.3,16.74,12.72,14.759,B,1,1,0.32805491
1583,2020,6,19.27,16.49,14.07,16.997,B,1,1,0.41171093
1584,2019,4,17.45,13.52,10.47,14.3295,B,1,1,0.301729557
1585,2019,1,18.39,16.65,15.48,17.0535,A,1,2,0.397078277
1586,2021,8,15.32,15.68,14.68,15.286,B,1,2,0.447040204
1587,2022,9,12.78,13.9,19.11,14.7545,B,1,2,0.567818286
1588,2020,5,12.56,11.95,18.31,13.784,C,1,1,0.507866228
1589,2020,10,19.85,17.37,16.47,18.137,A,1,2,0.511765047
1590,2023,5,13.13,17.87,16.62,15.6615,B,0,1,0.465558228
1591,2022,6,17.07,13.88,18.94,16.421,B,1,1,0.533574205
1592,2022,1,16.11,13.89,15.92,15.2855,B,0,1,0.407887272
1593,2022,4,13.95,16.15,17.16,15.5225,B,1,1,0.4690511
1594,2021,4,13.47,13.33,12.15,13.091,C,1,1,0.343724597
1595,2023,3,15.57,15.96,17.01,16.0665,B,1,1,0.455259233
1596,2020,4,10.97,13.72,16.35,13.2775,C,1,2,0.448647103
1597,2023,7,15.55,16.57,15.29,15.842,B,1,2,0.452244321
1598,2019,7,18.15,16.78,18.09,17.6555,A,1,2,0.522192496
1599,2021,1,15.04,14.78,17.9,15.664,B,1,1,0.457624664
1600,2019,6,19.7,17.87,10.63,16.792,B,0,1,0.325781891
1601,2020,0,13.34,19.09,17.79,16.465,B,1,2,0.444636963
1602,2022,6,16.39,15.96,13.89,15.6145,B,1,1,0.407172874
1603,2021,3,13.31,17.47,19.14,16.2235,B,0,2,0.508473965
1604,2023,2,17.33,16.5,12.03,15.7145,B,1,2,0.320708472
1605,2019,9,20.0,16.02,15.87,17.5745,A,1,1,0.486714509
1606,2023,6,19.13,8.75,17.33,15.047,B,1,2,0.493269228
1607,2021,8,14.72,17.52,16.94,16.255,B,1,1,0.503499116
1608,2019,22,14.65,18.61,17.03,16.631,B,1,1,0.645754416
1609,2023,5,10.71,17.79,14.77,14.203,B,1,1,0.419154438
1610,2019,4,13.35,18.28,12.41,14.8405,B,1,2,0.350280493
1611,2021,9,18.26,14.6,14.52,16.044,B,1,2,0.452880024
1612,2021,4,18.22,17.84,16.46,17.647,A,1,2,0.45155255
1613,2020,4,12.46,18.38,13.16,14.707,B,0,2,0.369032073
1614,2022,3,17.13,18.24,12.53,16.3685,B,1,1,0.343313376
1615,2022,6,12.35,18.12,15.28,15.102,B,1,2,0.442030473
1616,2021,11,11.68,14.08,17.44,13.96,C,1,2,0.545996577
1617,2019,8,16.44,16.64,16.27,16.4675,B,1,2,0.486757859
1618,2022,5,18.49,12.82,17.4,16.233,B,1,2,0.485055479
1619,2020,3,17.56,14.35,11.02,14.8015,B,1,2,0.305380064
1620,2020,5,12.6,15.45,16.45,14.56,B,0,1,0.461319074
1621,2021,8,16.25,14.97,18.37,16.332,B,1,1,0.539200758
1622,2019,2,13.81,17.42,12.6,14.771,B,0,1,0.335089583
1623,2023,7,14.22,15.49,18.33,15.692,B,1,2,0.52815073
1624,2019,1,14.86,9.81,18.92,14.1075,B,1,2,0.483025375
1625,2019,10,15.65,16.07,15.21,15.687,B,1,2,0.480209584
1626,2022,4,17.07,16.28,18.54,17.161,A,1,1,0.503403607
1627,2021,1,12.64,15.92,17.24,14.938,B,1,1,0.440906305
1628,2020,2,9.57,12.34,15.24,11.957,C,1,1,0.400949166
1629,2020,4,9.76,15.86,14.52,13.085,C,0,1,0.403016594
1630,2019,3,14.28,15.6,18.04,15.682,B,1,1,0.481061017
1631,2019,4,16.25,15.71,14.05,15.511,B,1,1,0.3911596
1632,2020,2,12.51,16.22,14.23,14.2385,B,1,2,0.375839088
1633,2019,1,15.66,10.16,15.34,13.655,C,1,2,0.393472494
1634,2020,7,14.7,15.69,17.6,15.7715,B,1,1,0.509914387
1635,2023,5,14.25,18.7,18.97,16.9875,B,1,1,0.524145597
1636,2019,4,12.34,16.39,18.32,15.2525,B,1,2,0.497926947
1637,2021,6,16.99,11.32,19.33,15.5905,B,1,1,0.543138251
1638,2019,4,13.41,19.09,19.09,16.818,B,0,2,0.517176891
1639,2019,0,16.84,17.57,17.52,17.2655,A,1,2,0.438036381
1640,2023,7,12.88,18.23,14.72,15.2125,B,1,2,0.437981882
1641,2019,5,14.7,18.17,15.3,16.0645,B,1,1,0.432389689
1642,2022,3,17.09,17.46,13.1,16.222,B,1,1,0.357477506
1643,2021,3,17.3,17.13,12.56,16.0555,B,1,1,0.344122162
1644,2022,4,17.17,13.42,18.52,16.195,B,0,2,0.502942176
1645,2021,7,12.56,18.13,16.71,15.547,B,1,1,0.487813337
1646,2023,3,13.01,16.71,15.58,14.9475,B,1,2,0.419507154
1647,2022,3,13.71,20.0,18.25,17.0465,A,1,2,0.486373277
1648,2022,4,15.65,18.15,18.75,17.3,A,1,2,0.508763057
1649,2023,5,11.45,13.76,16.97,13.6385,C,1,1,0.474327519
1650,2023,8,16.43,13.78,18.25,15.9575,B,1,2,0.536305012
1651,2019,3,15.43,17.58,18.33,16.9075,B,1,1,0.488345741
1652,2023,6,9.89,13.4,19.05,13.4085,C,1,2,0.53630313
1653,2019,8,14.34,17.58,16.79,16.0865,B,1,1,0.499756285
1654,2021,6,17.46,14.39,13.91,15.498,B,1,2,0.407839553
1655,2019,8,18.23,16.75,16.34,17.2395,A,1,2,0.488581705
1656,2019,8,18.2,16.13,13.99,16.423,B,1,2,0.429858503
1657,2021,1,17.86,17.12,15.0,16.886,B,1,1,0.385027809
1658,2022,3,18.26,15.6,18.87,17.4815,A,0,2,0.501805267
1659,2023,2,10.78,15.1,17.16,13.887,C,1,2,0.449020941
1660,2020,6,13.77,16.62,19.7,16.25,B,1,1,0.552382567
1661,2020,3,20.0,14.01,14.89,16.626,B,0,1,0.402206178
1662,2019,3,10.85,18.47,15.99,14.802,B,1,1,0.42968496
1663,2023,13,16.45,18.58,16.1,17.108,A,1,1,0.532444239
1664,2021,6,18.89,19.14,13.86,17.72,A,1,2,0.406578813
1665,2020,6,10.74,13.51,15.2,12.8245,C,1,2,0.439941656
1666,2023,6,18.52,16.76,13.33,16.6065,B,1,1,0.393241931
1667,2023,6,15.32,11.27,16.06,14.0875,B,0,2,0.461545808
1668,2019,3,10.76,16.0,12.51,13.0315,C,1,2,0.34264407
1669,2023,12,11.75,12.13,15.43,12.803,C,1,1,0.505630529
1670,2020,2,14.78,15.25,15.3,15.0745,B,0,2,0.40256843
1671,2023,3,13.86,12.48,16.61,14.0645,B,1,2,0.445155466
1672,2023,4,16.83,14.93,17.2,16.2575,B,1,2,0.470018323
1673,2023,2,16.13,18.54,15.84,16.901,B,1,2,0.416099255
1674,2021,4,18.32,17.55,17.81,17.923,A,1,1,0.485125738
1675,2023,4,16.93,14.01,14.83,15.383,B,1,1,0.410839927
1676,2019,0,14.81,17.42,18.48,16.641,B,1,2,0.461940147
1677,2019,9,14.09,16.51,18.74,16.0995,B,1,1,0.558455784
1678,2020,9,15.18,16.37,17.89,16.274,B,1,1,0.537223316
1679,2022,3,11.3,9.73,14.86,11.6405,C,1,2,0.401474496
1680,2023,3,20.0,16.2,16.15,17.7075,A,0,1,0.433661702
1681,2021,2,14.44,15.15,16.41,15.181,B,1,2,0.430233233
1682,2023,4,14.99,16.94,17.64,16.335,B,1,2,0.481092391
1683,2023,3,15.08,16.07,18.26,16.2215,B,1,2,0.48645011
1684,2021,3,18.16,13.8,17.7,16.519,B,0,2,0.472590662
1685,2019,10,14.1,18.45,16.88,16.3175,B,1,1,0.522038162
1686,2021,3,10.61,13.26,17.6,13.285,C,1,2,0.469943991
1687,2023,10,15.31,17.64,17.83,16.7555,B,0,2,0.545752376
1688,2020,9,12.51,14.67,14.07,13.656,C,1,1,0.441704331
1689,2021,3,13.35,15.18,17.66,15.068,B,0,2,0.471445498
1690,2020,2,18.47,15.01,15.7,16.5665,B,1,2,0.412503098
